cruise,cast,niskin,date_time_utc,latitude,longitude,nearest_station,station_distance,depth,sample_id,replicate,alternate_sample_id,project_id,nitrate_nitrite,ammonium,phosphate,silicate,flag_nitrate_nitrite,flag_ammonium,flag_phosphate,flag_silicate
AR22,1,1,2017-09-02 15:24:59,41.1298,-70.8313,,NaN,27.7,7,a,NaN,JP,0.04,0.79,0.093,2.175,1,3,1,1
AR22,1,1,2017-09-02 15:24:59,41.1298,-70.8313,,NaN,27.7,8,b,NaN,JP,0.04,0.454,0.094,2.195,1,3,1,1
AR22,1,2,2017-09-02 15:27:23,41.1298,-70.8313,,NaN,20.7,9,a,NaN,JP,0.04,0.572,0.107,0.768,1,1,1,1
AR22,1,2,2017-09-02 15:27:23,41.1298,-70.8313,,NaN,20.7,10,b,NaN,JP,0.04,0.691,0.114,0.731,1,1,1,1
AR22,1,3,2017-09-02 15:28:52,41.1298,-70.8313,,NaN,12.6,11,a,NaN,JP,0.04,0.303,0.147,0.371,1,3,1,3
AR22,1,3,2017-09-02 15:28:52,41.1298,-70.8313,,NaN,12.6,12,b,NaN,JP,0.04,0.628,0.115,0.62,1,3,1,3
AR22,1,4,2017-09-02 15:30:00,41.1298,-70.8313,,NaN,2.9,13,a,NaN,JP,0.04,0.677,0.097,0.03,1,4,3,4
AR22,1,4,2017-09-02 15:30:00,41.1298,-70.8313,,NaN,2.9,14,b,NaN,JP,0.04,0.01,0.199,0.996,1,4,3,4
AR22,2,1,2017-09-02 17:47:48,40.7963,-70.8283,,NaN,50.7,15,a,NaN,JP,0.851,1.623,0.297,2.914,4,1,3,4
AR22,2,1,2017-09-02 17:47:48,40.7963,-70.8283,,NaN,50.7,16,b,NaN,JP,3.265,1.28,0.53,8.561,4,1,3,4
AR22,2,2,2017-09-02 17:49:24,40.7963,-70.8283,,NaN,40.8,17,a,NaN,JP,1.124,0.966,0.343,3.064,1,1,1,1
AR22,2,2,2017-09-02 17:49:24,40.7963,-70.8283,,NaN,40.8,18,b,NaN,JP,1.116,1.015,0.314,2.927,1,1,1,1
AR22,2,3,2017-09-02 17:51:48,40.7963,-70.8283,,NaN,33.9,19,a,NaN,JP,0.04,0.598,0.061,0.03,1,3,1,1
AR22,2,3,2017-09-02 17:51:48,40.7963,-70.8283,,NaN,33.9,20,b,NaN,JP,0.04,1.092,0.055,0.03,1,3,1,1
AR22,2,4,2017-09-02 17:54:11,40.7963,-70.8283,,NaN,22.9,21,a,NaN,JP,0.04,1.054,0.032,0.03,1,3,1,1
AR22,2,4,2017-09-02 17:54:11,40.7963,-70.8283,,NaN,22.9,22,b,NaN,JP,0.04,0.376,0.025,0.03,1,3,1,1
AR22,2,5,2017-09-02 17:56:00,40.7963,-70.8283,,NaN,12.8,23,a,NaN,JP,0.04,0.462,0.082,0.03,1,3,3,1
AR22,2,5,2017-09-02 17:56:00,40.7963,-70.8283,,NaN,12.8,24,b,NaN,JP,0.04,0.759,0.041,0.03,1,3,3,1
AR22,2,6,2017-09-02 17:57:29,40.7963,-70.8283,,NaN,2.8,25,a,NaN,JP,0.04,0.516,0.033,0.03,1,3,3,1
AR22,2,6,2017-09-02 17:57:29,40.7963,-70.8283,,NaN,2.8,26,b,NaN,JP,0.04,0.947,0.009,0.03,1,3,3,1
AR22,3,1,2017-09-02 20:03:40,40.5008,-70.8315,,NaN,69.5,27,a,NaN,JP,7.365,0.246,0.603,11.127,1,1,1,1
AR22,3,1,2017-09-02 20:03:40,40.5008,-70.8315,,NaN,69.5,28,b,NaN,JP,6.005,0.253,0.561,9.21,1,1,1,1
AR22,3,2,2017-09-02 20:05:37,40.5008,-70.8315,,NaN,58.4,29,a,NaN,JP,5.638,0.329,0.501,6.576,1,1,3,1
AR22,3,2,2017-09-02 20:05:37,40.5008,-70.8315,,NaN,58.4,30,b,NaN,JP,4.39,0.468,0.368,5.254,1,1,3,1
AR22,3,3,2017-09-02 20:07:23,40.5008,-70.8315,,NaN,50.4,31,a,NaN,JP,5.819,0.382,0.528,6.313,1,1,1,1
AR22,3,3,2017-09-02 20:07:23,40.5008,-70.8315,,NaN,50.4,32,b,NaN,JP,6.351,0.351,0.545,6.182,1,1,1,1
AR22,3,4,2017-09-02 20:09:15,40.5008,-70.8315,,NaN,30.5,33,a,NaN,JP,1.022,0.929,0.256,0.927,3,1,1,4
AR22,3,4,2017-09-02 20:09:15,40.5008,-70.8315,,NaN,30.5,34,b,NaN,JP,2.238,0.63,0.343,2.261,3,1,1,4
AR22,3,5,2017-09-02 20:11:53,40.5008,-70.8315,,NaN,22.4,35,a,NaN,JP,0.04,0.378,0.098,0.204,1,3,1,4
AR22,3,5,2017-09-02 20:11:53,40.5008,-70.8315,,NaN,22.4,36,b,NaN,JP,0.04,0.153,0.124,0.64,1,3,1,4
AR22,3,6,2017-09-02 20:13:48,40.5008,-70.8315,,NaN,2.5,37,a,NaN,JP,0.04,0.218,0.079,0.441,1,1,1,1
AR22,3,6,2017-09-02 20:13:48,40.5008,-70.8315,,NaN,2.5,38,b,NaN,JP,0.04,0.286,0.076,0.409,1,1,1,1
AR22,4,1,2017-09-02 21:06:41,40.42,-70.8282,,NaN,77.1,39,a,NaN,JP,7.15,0.276,0.511,8.107,1,1,1,1
AR22,4,1,2017-09-02 21:06:41,40.42,-70.8282,,NaN,77.1,40,b,NaN,JP,7.148,0.284,0.512,8.121,1,1,1,1
AR22,4,2,2017-09-02 21:08:50,40.42,-70.8282,,NaN,66.4,41,a,NaN,JP,3.639,0.431,0.304,2.631,1,3,1,1
AR22,4,2,2017-09-02 21:08:50,40.42,-70.8282,,NaN,66.4,42,b,NaN,JP,4.095,0.212,0.33,3.003,1,3,1,1
AR22,4,3,2017-09-02 21:10:45,40.42,-70.8282,,NaN,50.4,43,a,NaN,JP,6.857,0.362,0.575,7.617,1,1,1,1
AR22,4,3,2017-09-02 21:10:45,40.42,-70.8282,,NaN,50.4,44,b,NaN,JP,6.872,0.299,0.565,7.556,1,1,1,1
AR22,4,4,2017-09-02 21:12:23,40.42,-70.8282,,NaN,30.4,45,a,NaN,JP,0.924,1.02,0.269,0.624,4,3,3,4
AR22,4,4,2017-09-02 21:12:23,40.42,-70.8282,,NaN,30.4,46,b,NaN,JP,2.621,0.654,0.375,2.185,4,3,3,4
AR22,4,5,2017-09-02 21:13:59,40.42,-70.8282,,NaN,19.3,47,a,NaN,JP,0.04,0.535,0.061,0.117,1,1,1,1
AR22,4,5,2017-09-02 21:13:59,40.42,-70.8282,,NaN,19.3,48,b,NaN,JP,0.04,0.601,0.058,0.122,1,1,1,1
AR22,4,6,2017-09-02 21:15:37,40.42,-70.8282,,NaN,2.1,49,a,NaN,JP,0.04,0.208,0.065,0.186,1,3,1,3
AR22,4,6,2017-09-02 21:15:37,40.42,-70.8282,,NaN,2.1,50,b,NaN,JP,0.04,0.317,0.06,0.129,1,3,1,3
AR22,5,1,2017-09-02 22:20:18,40.3297,-70.8293,,NaN,94.1,51,a,NaN,JP,7.881,0.688,0.59,10.287,1,1,1,1
AR22,5,1,2017-09-02 22:20:18,40.3297,-70.8293,,NaN,94.1,52,b,NaN,JP,10.124,0.464,0.68,12.918,1,1,1,1
AR22,5,2,2017-09-02 22:22:14,40.3297,-70.8293,,NaN,70.2,53,a,NaN,JP,4.266,1.315,0.389,5.097,1,3,1,1
AR22,5,2,2017-09-02 22:22:14,40.3297,-70.8293,,NaN,70.2,54,b,NaN,JP,5.448,0.778,0.465,6.307,1,3,1,1
AR22,5,3,2017-09-02 22:24:44,40.3297,-70.8293,,NaN,48.4,55,a,NaN,JP,5.47,0.791,0.437,5.964,1,1,1,1
AR22,5,3,2017-09-02 22:24:44,40.3297,-70.8293,,NaN,48.4,56,b,NaN,JP,4.465,0.782,0.365,5.085,1,1,1,1
AR22,5,4,2017-09-02 22:27:13,40.3297,-70.8293,,NaN,38.4,57,a,NaN,JP,0.295,0.741,0.118,0.437,3,3,1,4
AR22,5,4,2017-09-02 22:27:13,40.3297,-70.8293,,NaN,38.4,58,b,NaN,JP,0.04,1.308,0.097,0.03,3,3,1,4
AR22,5,5,2017-09-02 22:28:42,40.3297,-70.8293,,NaN,27.5,59,a,NaN,JP,0.04,0.727,0.009,0.03,1,3,1,1
AR22,5,5,2017-09-02 22:28:42,40.3297,-70.8293,,NaN,27.5,60,b,NaN,JP,0.04,1.258,0.009,0.03,1,3,1,1
AR22,5,6,2017-09-02 22:30:33,40.3297,-70.8293,,NaN,2.6,61,a,NaN,JP,0.04,0.786,0.009,0.03,1,1,1,1
AR22,5,6,2017-09-02 22:30:33,40.3297,-70.8293,,NaN,2.6,62,b,NaN,JP,0.04,0.936,0.009,0.03,1,1,1,1
AR22,6,1,2017-09-02 23:31:56,40.2498,-70.8303,,NaN,113.2,63,a,NaN,JP,10.775,0.312,0.658,9.448,3,3,1,3
AR22,6,1,2017-09-02 23:31:56,40.2498,-70.8303,,NaN,113.2,64,b,NaN,JP,7.655,0.615,0.544,6.767,3,3,1,3
AR22,6,2,2017-09-02 23:34:14,40.2498,-70.8303,,NaN,92.2,65,a,NaN,JP,6.365,0.736,0.504,6.367,1,1,1,1
AR22,6,2,2017-09-02 23:34:14,40.2498,-70.8303,,NaN,92.2,66,b,NaN,JP,6.584,0.766,0.474,6.628,1,1,1,1
AR22,6,3,2017-09-02 23:36:12,40.2498,-70.8303,,NaN,69.5,67,a,NaN,JP,8.149,0.529,0.531,7.623,1,1,1,1
AR22,6,3,2017-09-02 23:36:12,40.2498,-70.8303,,NaN,69.5,68,b,NaN,JP,8.121,0.588,0.529,7.619,1,1,1,1
AR22,6,4,2017-09-02 23:38:21,40.2498,-70.8303,,NaN,44.6,69,a,NaN,JP,0.468,0.634,0.116,0.581,1,1,1,1
AR22,6,4,2017-09-02 23:38:21,40.2498,-70.8303,,NaN,44.6,70,b,NaN,JP,0.386,0.483,0.121,0.569,1,1,1,1
AR22,6,5,2017-09-02 23:39:59,40.2498,-70.8303,,NaN,31.3,71,a,NaN,JP,0.04,0.614,0.009,0.03,1,1,1,1
AR22,6,5,2017-09-02 23:39:59,40.2498,-70.8303,,NaN,31.3,72,b,NaN,JP,0.04,0.67,0.009,0.03,1,1,1,1
AR22,6,6,2017-09-02 23:41:44,40.2498,-70.8303,,NaN,2.5,73,a,NaN,JP,0.04,0.873,0.009,0.03,1,1,1,1
AR22,6,6,2017-09-02 23:41:44,40.2498,-70.8303,,NaN,2.5,74,b,NaN,JP,0.04,0.76,0.009,0.03,1,1,1,1
AR22,7,2,2017-09-03 00:47:11,40.1707,-70.8303,,NaN,102.2,77,a,NaN,JP,5.81,1.609,0.347,4.047,3,1,3,1
AR22,7,2,2017-09-03 00:47:11,40.1707,-70.8303,,NaN,102.2,78,b,NaN,JP,8.285,1.144,0.549,5.435,3,1,3,1
AR22,7,3,2017-09-03 00:49:41,40.1707,-70.8303,,NaN,67.3,79,a,NaN,JP,4.6,0.675,0.368,3.256,1,1,1,1
AR22,7,3,2017-09-03 00:49:41,40.1707,-70.8303,,NaN,67.3,80,b,NaN,JP,3.764,0.814,0.339,2.606,1,1,1,1
AR22,7,4,2017-09-03 00:51:33,40.1707,-70.8303,,NaN,47.4,81,a,NaN,JP,0.057,0.466,0.105,0.901,3,3,3,1
AR22,7,4,2017-09-03 00:51:33,40.1707,-70.8303,,NaN,47.4,82,b,NaN,JP,0.26,0.959,0.076,0.711,3,3,3,1
AR22,7,5,2017-09-03 00:53:24,40.1707,-70.8303,,NaN,33.4,83,a,NaN,JP,0.04,1.347,0.009,0.03,1,1,1,1
AR22,7,5,2017-09-03 00:53:24,40.1707,-70.8303,,NaN,33.4,84,b,NaN,JP,0.04,1.204,0.009,0.03,1,1,1,1
AR22,7,6,2017-09-03 00:55:24,40.1707,-70.8303,,NaN,2.5,85,a,NaN,JP,0.04,1.421,0.009,0.03,1,1,1,1
AR22,7,6,2017-09-03 00:55:24,40.1707,-70.8303,,NaN,2.5,86,b,NaN,JP,0.04,1.245,0.009,0.03,1,1,1,1
AR22,8,1,2017-09-03 02:02:04,40.0793,-70.8293,,NaN,139.2,87,a,NaN,JP,5.421,0.714,0.502,3.47,3,4,1,3
AR22,8,1,2017-09-03 02:02:04,40.0793,-70.8293,,NaN,139.2,88,b,NaN,JP,11.228,0.01,0.677,7.286,3,4,1,3
AR22,8,3,2017-09-03 02:05:21,40.0793,-70.8293,,NaN,102.4,89,a,NaN,JP,2.747,0.867,0.307,0.588,4,1,1,4
AR22,8,3,2017-09-03 02:05:21,40.0793,-70.8293,,NaN,102.4,90,b,NaN,JP,7.35,0.691,0.392,2.229,4,1,1,4
AR22,8,4,2017-09-03 02:07:40,40.0793,-70.8293,,NaN,59.5,91,a,NaN,JP,2.951,1.061,0.37,2.23,1,1,1,1
AR22,8,4,2017-09-03 02:07:40,40.0793,-70.8293,,NaN,59.5,92,b,NaN,JP,2.482,1.089,0.323,2.114,1,1,1,1
AR22,8,5,2017-09-03 02:09:31,40.0793,-70.8293,,NaN,36.3,93,a,NaN,JP,0.04,0.499,0.039,0.683,1,3,1,4
AR22,8,5,2017-09-03 02:09:31,40.0793,-70.8293,,NaN,36.3,94,b,NaN,JP,0.04,1.067,0.044,0.03,1,3,1,4
AR22,8,6,2017-09-03 02:10:54,40.0793,-70.8293,,NaN,25.2,95,a,NaN,JP,0.04,0.822,0.009,0.03,1,1,1,1
AR22,8,6,2017-09-03 02:10:54,40.0793,-70.8293,,NaN,25.2,96,b,NaN,JP,0.04,0.914,0.009,0.03,1,1,1,1
AR22,8,7,2017-09-03 02:12:40,40.0793,-70.8293,,NaN,2.3,97,a,NaN,JP,0.04,1.181,0.009,0.03,1,1,1,1
AR22,8,7,2017-09-03 02:12:40,40.0793,-70.8293,,NaN,2.3,98,b,NaN,JP,0.04,1.348,0.009,0.03,1,1,1,1
AR22,9,1,2017-09-03 03:07:19,39.9995,-70.8298,,NaN,290.9,99,a,NaN,JP,21.412,0.582,1.319,12.262,1,1,1,1
AR22,9,1,2017-09-03 03:07:19,39.9995,-70.8298,,NaN,290.9,100,b,NaN,JP,18.785,0.853,1.142,10.782,1,1,1,1
AR22,9,2,2017-09-03 03:09:41,39.9995,-70.8298,,NaN,251.5,101,a,NaN,JP,14.441,0.01,0.953,7.309,1,3,1,1
AR22,9,2,2017-09-03 03:09:41,39.9995,-70.8298,,NaN,251.5,102,b,NaN,JP,15.004,0.092,0.926,7.6,1,3,1,1
AR22,9,3,2017-09-03 03:12:17,39.9995,-70.8298,,NaN,201.7,103,a,NaN,JP,14.819,0.357,0.871,6.772,1,1,1,1
AR22,9,3,2017-09-03 03:12:17,39.9995,-70.8298,,NaN,201.7,104,b,NaN,JP,14.075,0.515,0.813,5.996,1,1,1,1
AR22,9,4,2017-09-03 03:15:00,39.9995,-70.8298,,NaN,151.8,105,a,NaN,JP,10.37,0.631,0.57,3.541,1,1,1,1
AR22,9,4,2017-09-03 03:15:00,39.9995,-70.8298,,NaN,151.8,106,b,NaN,JP,9.267,0.638,0.56,3.241,1,1,1,1
AR22,9,5,2017-09-03 03:17:33,39.9995,-70.8298,,NaN,102,107,a,NaN,JP,10.167,0.416,0.527,3.178,1,4,1,1
AR22,9,5,2017-09-03 03:17:33,39.9995,-70.8298,,NaN,102,108,b,NaN,JP,10.581,0.01,0.609,3.255,1,4,1,1
AR22,9,6,2017-09-03 03:19:16,39.9995,-70.8298,,NaN,76.9,109,a,NaN,JP,7.256,0.01,0.383,2.255,1,1,1,1
AR22,9,6,2017-09-03 03:19:16,39.9995,-70.8298,,NaN,76.9,110,b,NaN,JP,7.345,0.01,0.411,2.236,1,1,1,1
AR22,9,7,2017-09-03 03:20:50,39.9995,-70.8298,,NaN,52.1,111,a,NaN,JP,1.2,0.063,0.186,1.254,1,1,1,1
AR22,9,7,2017-09-03 03:20:50,39.9995,-70.8298,,NaN,52.1,112,b,NaN,JP,1.11,0.058,0.182,1.262,1,1,1,1
AR22,9,8,2017-09-03 03:22:19,39.9995,-70.8298,,NaN,27.3,113,a,NaN,JP,0.04,0.133,0.009,0.03,1,3,1,1
AR22,9,8,2017-09-03 03:22:19,39.9995,-70.8298,,NaN,27.3,114,b,NaN,JP,0.04,0.345,0.009,0.03,1,3,1,1
AR22,9,9,2017-09-03 03:24:19,39.9995,-70.8298,,NaN,2.2,115,a,NaN,JP,0.04,0.347,0.009,0.03,1,3,1,1
AR22,9,9,2017-09-03 03:24:19,39.9995,-70.8298,,NaN,2.2,116,b,NaN,JP,0.04,0.762,0.009,0.03,1,3,1,1
AR22,10,1,2017-09-03 04:25:47,39.922,-70.8282,,NaN,551.3,117,a,NaN,JP,7.193,1.58,0.727,4.208,3,1,1,3
AR22,10,1,2017-09-03 04:25:47,39.922,-70.8282,,NaN,551.3,118,b,NaN,JP,12.766,1.177,0.922,7.882,3,1,1,3
AR22,10,2,2017-09-03 04:28:00,39.922,-70.8282,,NaN,501.3,119,a,NaN,JP,15.08,1.205,0.98,9.242,1,1,1,1
AR22,10,2,2017-09-03 04:28:00,39.922,-70.8282,,NaN,501.3,120,b,NaN,JP,12.492,0.873,0.818,7.777,1,1,1,1
AR22,10,3,2017-09-03 04:31:16,39.922,-70.8282,,NaN,401.4,121,a,NaN,JP,15.483,0.49,0.902,9.222,1,1,1,1
AR22,10,3,2017-09-03 04:31:16,39.922,-70.8282,,NaN,401.4,122,b,NaN,JP,17.388,0.627,1.078,10.257,1,1,1,1
AR22,10,4,2017-09-03 04:34:19,39.922,-70.8282,,NaN,301.6,123,a,NaN,JP,19.123,0.5,1.102,10.464,3,3,1,3
AR22,10,4,2017-09-03 04:34:19,39.922,-70.8282,,NaN,301.6,124,b,NaN,JP,11.628,1.011,0.985,6.159,3,3,1,3
AR22,10,5,2017-09-03 04:37:17,39.922,-70.8282,,NaN,202,125,a,NaN,JP,9.102,0.919,0.57,3.747,1,1,1,1
AR22,10,5,2017-09-03 04:37:17,39.922,-70.8282,,NaN,202,126,b,NaN,JP,11.684,0.952,0.665,4.804,1,1,1,1
AR22,10,6,2017-09-03 04:40:28,39.922,-70.8282,,NaN,102.2,127,a,NaN,JP,7.814,1.192,0.351,2.432,1,3,1,1
AR22,10,6,2017-09-03 04:40:28,39.922,-70.8282,,NaN,102.2,128,b,NaN,JP,7.335,0.703,0.435,2.253,1,3,1,1
AR22,10,7,2017-09-03 04:43:28,39.922,-70.8282,,NaN,52.5,129,a,NaN,JP,2.68,0.737,0.154,0.451,4,1,3,4
AR22,10,7,2017-09-03 04:43:28,39.922,-70.8282,,NaN,52.5,130,b,NaN,JP,0.769,1.04,0.098,0.03,4,1,3,4
AR22,10,8,2017-09-03 04:46:09,39.922,-70.8282,,NaN,2.6,131,a,NaN,JP,0.04,1.097,0.017,0.03,3,1,3,1
AR22,10,8,2017-09-03 04:46:09,39.922,-70.8282,,NaN,2.6,132,b,NaN,JP,0.074,1.406,0.009,0.03,3,1,3,1
AR22,11,1,2017-09-03 07:33:09,40.3342,-70.9495,,NaN,85.6,133,a,NaN,JP,4.755,0.917,0.427,7.088,3,1,3,3
AR22,11,1,2017-09-03 07:33:09,40.3342,-70.9495,,NaN,85.6,134,b,NaN,JP,7.675,0.731,0.636,10.916,3,1,3,3
AR22,11,2,2017-09-03 07:34:49,40.3342,-70.9495,,NaN,68.3,135,a,NaN,JP,4.203,1.335,0.436,6.94,3,1,3,3
AR22,11,2,2017-09-03 07:34:49,40.3342,-70.9495,,NaN,68.3,136,b,NaN,JP,6.405,1.048,0.599,10.481,3,1,3,3
AR22,11,3,2017-09-03 07:36:02,40.3342,-70.9495,,NaN,53.5,137,a,NaN,JP,5.226,1.15,0.497,8.863,1,1,1,1
AR22,11,3,2017-09-03 07:36:02,40.3342,-70.9495,,NaN,53.5,138,b,NaN,JP,6.347,1.111,0.566,10.392,1,1,1,1
AR22,11,4,2017-09-03 07:37:28,40.3342,-70.9495,,NaN,42.5,139,a,NaN,JP,0.076,1.106,0.116,0.682,3,3,3,4
AR22,11,4,2017-09-03 07:37:28,40.3342,-70.9495,,NaN,42.5,140,b,NaN,JP,0.04,1.665,0.076,0.03,3,3,3,4
AR22,11,5,2017-09-03 07:38:51,40.3342,-70.9495,,NaN,23.3,141,a,NaN,JP,0.04,1.274,0.009,0.03,1,3,1,1
AR22,11,5,2017-09-03 07:38:51,40.3342,-70.9495,,NaN,23.3,142,b,NaN,JP,0.04,0.84,0.009,0.03,1,3,1,1
AR22,11,6,2017-09-03 07:40:21,40.3342,-70.9495,,NaN,3.6,143,a,NaN,JP,0.04,1.342,0.009,0.255,1,1,1,3
AR22,11,6,2017-09-03 07:40:21,40.3342,-70.9495,,NaN,3.6,144,b,NaN,JP,0.04,0.971,0.009,0.03,1,1,1,3
AR22,12,1,2017-09-03 08:44:31,40.3355,-71.068,,NaN,83.4,145,a,NaN,JP,3.198,1.476,0.396,5.468,1,1,1,1
AR22,12,1,2017-09-03 08:44:31,40.3355,-71.068,,NaN,83.4,146,b,NaN,JP,3.081,1.57,0.382,5.263,1,1,1,1
AR22,12,2,2017-09-03 08:46:34,40.3355,-71.068,,NaN,58.1,147,a,NaN,JP,4.038,1.149,0.36,4.727,1,1,1,1
AR22,12,2,2017-09-03 08:46:34,40.3355,-71.068,,NaN,58.1,148,b,NaN,JP,5.121,1.132,0.486,5.53,1,1,1,1
AR22,12,3,2017-09-03 08:48:22,40.3355,-71.068,,NaN,43.3,149,a,NaN,JP,3.732,1.036,0.405,3.829,1,1,1,1
AR22,12,3,2017-09-03 08:48:22,40.3355,-71.068,,NaN,43.3,150,b,NaN,JP,4.378,1.073,0.416,4.437,1,1,1,1
AR22,12,4,2017-09-03 08:49:47,40.3355,-71.068,,NaN,32.6,151,a,NaN,JP,1.2,1.224,0.227,0.422,1,1,1,3
AR22,12,4,2017-09-03 08:49:47,40.3355,-71.068,,NaN,32.6,152,b,NaN,JP,0.907,1.049,0.216,0.202,1,1,1,3
AR22,12,5,2017-09-03 08:52:06,40.3355,-71.068,,NaN,23,153,a,NaN,JP,0.04,1.17,0.014,0.03,1,1,3,1
AR22,12,5,2017-09-03 08:52:06,40.3355,-71.068,,NaN,23,154,b,NaN,JP,0.04,1.4,0.019,0.03,1,1,3,1
AR22,12,6,2017-09-03 08:53:43,40.3355,-71.068,,NaN,3.4,155,a,NaN,JP,0.04,1.405,0.009,0.03,1,3,1,1
AR22,12,6,2017-09-03 08:53:43,40.3355,-71.068,,NaN,3.4,156,b,NaN,JP,0.04,0.736,0.009,0.03,1,3,1,1
AR24A,1,2,2017-10-22 20:03:15,41.1297,-70.8292,,NaN,32.7,157,a,NaN,LTER,6.698,2.111,0.688,12.056,1,1,1,1
AR24A,1,2,2017-10-22 20:03:15,41.1297,-70.8292,,NaN,32.7,158,b,NaN,LTER,5.957,2.089,0.787,10.82,1,1,1,1
AR24A,1,4,2017-10-22 20:05:58,41.1297,-70.8292,,NaN,20.5,159,a,NaN,LTER,3.262,0.941,0.435,6.63,1,1,1,1
AR24A,1,4,2017-10-22 20:05:58,41.1297,-70.8292,,NaN,20.5,160,b,NaN,LTER,2.924,1.139,0.382,5.724,1,1,1,1
AR24A,1,5,2017-10-22 20:07:36,41.1297,-70.8292,,NaN,12.4,161,a,NaN,LTER,0.289,1.363,0.235,1.167,1,1,1,1
AR24A,1,5,2017-10-22 20:07:36,41.1297,-70.8292,,NaN,12.4,162,b,NaN,LTER,0.302,1.629,0.213,1.125,1,1,1,1
AR24A,1,7,2017-10-22 20:09:36,41.1297,-70.8292,,NaN,1.9,163,a,NaN,LTER,0.04,1.822,0.144,0.283,3,3,1,3
AR24A,1,7,2017-10-22 20:09:36,41.1297,-70.8292,,NaN,1.9,164,b,NaN,LTER,0.082,1.034,0.114,0.385,3,3,1,3
AR24A,3,1,2017-10-22 22:42:36,40.7985,-70.8312,,NaN,53.1,165,a,NaN,LTER,5.166,0.589,0.862,13.203,1,3,1,1
AR24A,3,1,2017-10-22 22:42:36,40.7985,-70.8312,,NaN,53.1,166,b,NaN,LTER,6.989,0.302,0.947,17.158,1,3,1,1
AR24A,3,2,2017-10-22 22:44:38,40.7985,-70.8312,,NaN,33.3,167,a,NaN,LTER,2.296,0.555,0.276,3.409,1,3,1,1
AR24A,3,2,2017-10-22 22:44:38,40.7985,-70.8312,,NaN,33.3,168,b,NaN,LTER,2.348,0.861,0.299,3.49,1,3,1,1
AR24A,3,3,2017-10-22 22:47:03,40.7985,-70.8312,,NaN,19.3,169,a,NaN,LTER,0.108,0.444,0.165,1.248,3,3,1,1
AR24A,3,3,2017-10-22 22:47:03,40.7985,-70.8312,,NaN,19.3,170,b,NaN,LTER,0.04,0.85,0.126,1.027,3,3,1,1
AR24A,3,6,2017-10-22 22:48:50,40.7985,-70.8312,,NaN,2.8,171,a,NaN,LTER,0.04,0.69,0.111,0.929,1,1,1,1
AR24A,3,6,2017-10-22 22:48:50,40.7985,-70.8312,,NaN,2.8,172,b,NaN,LTER,0.04,0.846,0.11,0.704,1,1,1,1
AR24A,5,1,2017-10-23 02:35:46,40.4988,-70.8368,,NaN,70.8,173,a,NaN,LTER,7.182,1.397,0.619,8.831,3,1,3,3
AR24A,5,1,2017-10-23 02:35:46,40.4988,-70.8368,,NaN,70.8,174,b,NaN,LTER,4.721,1.413,0.447,6.119,3,1,3,3
AR24A,5,2,2017-10-23 02:39:04,40.4988,-70.8368,,NaN,44.1,175,a,NaN,LTER,4.825,0.541,0.464,6.006,3,1,3,3
AR24A,5,2,2017-10-23 02:39:04,40.4988,-70.8368,,NaN,44.1,176,b,NaN,LTER,2.939,0.638,0.298,4.127,3,1,3,3
AR24A,5,3,2017-10-23 02:53:39,40.4988,-70.8368,,NaN,31.7,177,a,NaN,LTER,0.131,1.002,0.042,0.745,3,1,1,1
AR24A,5,3,2017-10-23 02:53:39,40.4988,-70.8368,,NaN,31.7,178,b,NaN,LTER,0.206,1.213,0.052,0.888,3,1,1,1
AR24A,5,4,2017-10-23 02:55:28,40.4988,-70.8368,,NaN,20.5,179,a,NaN,LTER,0.291,0.473,0.109,1.343,1,3,1,1
AR24A,5,4,2017-10-23 02:55:28,40.4988,-70.8368,,NaN,20.5,180,b,NaN,LTER,0.227,1.16,0.105,1.087,1,3,1,1
AR24A,5,6,2017-10-23 02:57:14,40.4988,-70.8368,,NaN,11.2,181,a,NaN,LTER,0.04,1.042,0.108,0.753,1,1,1,1
AR24A,5,6,2017-10-23 02:57:14,40.4988,-70.8368,,NaN,11.2,182,b,NaN,LTER,0.04,1.315,0.103,1.005,1,1,1,1
AR24A,5,8,2017-10-23 02:58:50,40.4988,-70.8368,,NaN,2.8,183,a,NaN,LTER,0.04,1.253,0.103,1.007,3,1,3,1
AR24A,5,8,2017-10-23 02:58:50,40.4988,-70.8368,,NaN,2.8,NaN,b,NaN,LTER,NaN,NaN,NaN,NaN,9,9,9,9
AR24A,6,1,2017-10-24 02:06:18,40.6197,-70.753,,NaN,46.9,185,a,NaN,LTER,3.141,0.421,0.421,5.095,1,3,3,1
AR24A,6,1,2017-10-24 02:06:18,40.6197,-70.753,,NaN,46.9,186,b,NaN,LTER,2.38,0.768,0.305,3.96,1,3,3,1
AR24A,6,2,2017-10-24 02:10:41,40.6197,-70.753,,NaN,15.2,187,a,NaN,LTER,0.362,0.887,0.19,1.041,1,1,1,1
AR24A,6,2,2017-10-24 02:10:41,40.6197,-70.753,,NaN,15.2,188,b,NaN,LTER,0.457,0.88,0.245,1.311,1,1,1,1
AR24A,6,3,2017-10-24 02:12:28,40.6197,-70.753,,NaN,1.9,189,a,NaN,LTER,0.04,0.641,0.19,1.246,3,3,3,1
AR24A,6,3,2017-10-24 02:12:28,40.6197,-70.753,,NaN,1.9,190,b,NaN,LTER,0.062,1.273,0.117,0.975,3,3,3,1
