cruise,cast,niskin,date_time_utc,latitude,longitude,nearest_station,station_distance,depth,sample_id,replicate,alternate_sample_id,project_id,nitrate_nitrite,ammonium,phosphate,silicate,flag_nitrate_nitrite,flag_ammonium,flag_phosphate,flag_silicate
AR34A,21,3,2019-04-11 02:43:12,40.3385,-70.9048,,NaN,30.1,1428,a,21-3,OOI,0.4,0.804,0.208,0.508,2,3,2,2
AR34A,21,4,2019-04-11 02:45:04,40.3385,-70.9048,,NaN,2.2,1429,a,21-4,OOI,0.176,0.594,0.151,0.27,2,3,2,2
AR34B,1,1,2019-04-15 01:41:42,40.365,-70.7755,L13,0.042,87.1,1308,a,1-1,OOI,3.509,1.205,0.451,2.326,2,3,2,2
AR34B,1,2,2019-04-15 01:41:52,40.365,-70.7755,L13,0.042,87.6,1279,a,1-2,OOI,2.836,1.442,0.369,1.98,2,3,2,2
AR34B,1,3,2019-04-15 01:44:45,40.365,-70.7755,L13,0.042,51.6,1280,a,1-3,OOI,3.201,1.899,0.419,2.214,2,3,2,2
AR34B,1,5,2019-04-15 01:47:08,40.365,-70.7755,L13,0.042,26.5,1281,a,1-4,OOI,3.201,1.123,0.427,2.012,2,3,2,2
AR34B,1,6,2019-04-15 01:47:19,40.365,-70.7755,L13,0.042,26.6,1282,a,1-5,OOI,3.072,1.867,0.404,1.964,2,3,2,2
AR34B,1,7,2019-04-15 01:49:05,40.365,-70.7755,L13,0.042,6.8,1283,a,1-6,OOI,0.864,1.566,0.264,1.826,2,3,2,2
AR34B,2,2,2019-04-15 04:41:29,40.6975,-70.8842,L4,0.115,60.1,1149,a,NaN,LTER,0.656,1.069,0.362,3.069,1,1,1,1
AR34B,2,2,2019-04-15 04:41:29,40.6975,-70.8842,L4,0.115,60.1,1150,b,NaN,LTER,0.634,1.093,0.361,3.056,1,1,1,1
AR34B,2,3,2019-04-15 04:43:40,40.6975,-70.8842,L4,0.115,50.3,1151,a,NaN,LTER,0.439,0.936,0.318,2.488,1,1,1,1
AR34B,2,3,2019-04-15 04:43:40,40.6975,-70.8842,L4,0.115,50.3,1152,b,NaN,LTER,0.443,0.988,0.321,2.493,1,1,1,1
AR34B,2,4,2019-04-15 04:46:14,40.6975,-70.8842,L4,0.115,34.4,1153,a,NaN,LTER,0.124,0.606,0.248,2.001,3,1,1,1
AR34B,2,4,2019-04-15 04:46:14,40.6975,-70.8842,L4,0.115,34.4,1154,b,NaN,LTER,0.179,0.738,0.249,1.944,3,1,1,1
AR34B,2,7,2019-04-15 04:48:51,40.6975,-70.8842,L4,0.115,17.5,1155,a,NaN,LTER,0.405,1.076,0.323,3.376,1,1,1,1
AR34B,2,7,2019-04-15 04:48:51,40.6975,-70.8842,L4,0.115,17.5,1156,b,NaN,LTER,0.403,0.96,0.343,3.436,1,1,1,1
AR34B,2,9,2019-04-15 04:51:23,40.6975,-70.8842,L4,0.115,5.6,1157,a,NaN,LTER,0.117,0.444,0.224,1.727,1,1,1,1
AR34B,2,9,2019-04-15 04:51:23,40.6975,-70.8842,L4,0.115,5.6,1158,b,NaN,LTER,0.09,0.332,0.21,1.629,1,1,1,1
AR34B,3,2,2019-04-15 06:31:12,40.8643,-70.8827,L3,0.127,49.4,1159,a,NaN,LTER,0.48,0.769,0.408,3.856,1,1,1,1
AR34B,3,2,2019-04-15 06:31:12,40.8643,-70.8827,L3,0.127,49.4,1160,b,NaN,LTER,0.48,0.777,0.418,3.881,1,1,1,1
AR34B,3,3,2019-04-15 06:34:42,40.8643,-70.8827,L3,0.127,28.4,1161,a,NaN,LTER,0.04,0.327,0.241,1.526,1,1,1,1
AR34B,3,3,2019-04-15 06:34:42,40.8643,-70.8827,L3,0.127,28.4,1162,b,NaN,LTER,0.04,0.39,0.23,1.464,1,1,1,1
AR34B,3,5,2019-04-15 06:37:29,40.8643,-70.8827,L3,0.127,14.5,1163,a,NaN,LTER,0.04,0.39,0.25,1.447,1,3,1,1
AR34B,3,5,2019-04-15 06:37:29,40.8643,-70.8827,L3,0.127,14.5,1164,b,NaN,LTER,0.04,0.212,0.233,1.477,1,3,1,1
AR34B,3,7,2019-04-15 06:39:25,40.8643,-70.8827,L3,0.127,5.4,1165,a,NaN,LTER,0.04,0.176,0.234,1.456,1,3,1,1
AR34B,3,7,2019-04-15 06:39:25,40.8643,-70.8827,L3,0.127,5.4,1166,b,NaN,LTER,0.04,0.325,0.262,1.473,1,3,1,1
AR34B,4,2,2019-04-15 08:13:29,41.0308,-70.8813,L2,0.19,40.5,1167,a,NaN,LTER,0.422,0.573,0.396,3.43,1,1,1,1
AR34B,4,2,2019-04-15 08:13:29,41.0308,-70.8813,L2,0.19,40.5,1168,b,NaN,LTER,0.408,0.541,0.389,3.443,1,1,1,1
AR34B,4,3,2019-04-15 08:15:10,41.0308,-70.8813,L2,0.19,30.4,1169,a,NaN,LTER,0.41,0.576,0.388,3.12,1,1,1,1
AR34B,4,3,2019-04-15 08:15:10,41.0308,-70.8813,L2,0.19,30.4,1170,b,NaN,LTER,0.344,0.476,0.404,3.159,1,1,1,1
AR34B,4,5,2019-04-15 08:17:17,41.0308,-70.8813,L2,0.19,18.5,1171,a,NaN,LTER,0.073,0.158,0.299,1.624,3,3,1,1
AR34B,4,5,2019-04-15 08:17:17,41.0308,-70.8813,L2,0.19,18.5,1172,b,NaN,LTER,0.198,0.384,0.291,1.678,3,3,1,1
AR34B,4,7,2019-04-15 08:19:28,41.0308,-70.8813,L2,0.19,5.5,1173,a,NaN,LTER,0.043,0.181,0.285,1.843,3,1,1,1
AR34B,4,7,2019-04-15 08:19:28,41.0308,-70.8813,L2,0.19,5.5,1174,b,NaN,LTER,0.115,0.183,0.27,1.754,3,1,1,1
AR34B,5,2,2019-04-15 09:54:45,41.197,-70.8827,L1,0.063,16.4,1175,a,NaN,LTER,0.158,0.298,0.314,2.062,3,1,1,1
AR34B,5,2,2019-04-15 09:54:45,41.197,-70.8827,L1,0.063,16.4,1176,b,NaN,LTER,0.244,0.292,0.31,2.061,3,1,1,1
AR34B,5,4,2019-04-15 09:56:55,41.197,-70.8827,L1,0.063,5.6,1177,a,NaN,LTER,0.163,0.33,0.313,2.041,1,3,1,1
AR34B,5,4,2019-04-15 09:56:55,41.197,-70.8827,L1,0.063,5.6,1178,b,NaN,LTER,0.169,0.202,0.31,2.058,1,3,1,1
AR34B,6,1,2019-04-17 03:04:03,40.226,-70.8845,L7,0.128,121.5,1284,a,6-1,OOI,10.8,1.288,0.633,6.509,2,3,2,2
AR34B,6,3,2019-04-17 03:04:25,40.226,-70.8845,L7,0.128,121.4,1179,a,NaN,LTER,11.212,0.096,0.629,6.641,2,2,2,2
AR34B,6,4,2019-04-17 03:07:03,40.226,-70.8845,L7,0.128,102.6,1180,a,NaN,LTER,9.964,0.01,0.621,5.658,1,3,1,1
AR34B,6,4,2019-04-17 03:07:03,40.226,-70.8845,L7,0.128,102.6,1181,b,NaN,LTER,9.918,0.054,0.615,5.606,1,3,1,1
AR34B,6,5,2019-04-17 03:09:36,40.226,-70.8845,L7,0.128,75.6,1285,a,6-2,OOI,3.561,1.233,0.329,2.196,2,3,2,2
AR34B,6,6,2019-04-17 03:09:44,40.226,-70.8845,L7,0.128,75.3,1286,a,6-3,OOI,3.919,0.982,0.315,2.176,2,3,2,2
AR34B,6,8,2019-04-17 03:12:11,40.226,-70.8845,L7,0.128,55.3,1182,a,NaN,LTER,6.068,0.815,0.586,4.015,1,1,1,1
AR34B,6,8,2019-04-17 03:12:11,40.226,-70.8845,L7,0.128,55.3,1183,b,NaN,LTER,5.991,0.917,0.587,4.006,1,1,1,1
AR34B,6,9,2019-04-17 03:14:05,40.226,-70.8845,L7,0.128,41.4,1184,a,NaN,LTER,5.844,0.908,0.617,3.653,1,1,1,1
AR34B,6,9,2019-04-17 03:14:05,40.226,-70.8845,L7,0.128,41.4,1185,b,NaN,LTER,5.822,0.934,0.628,3.663,1,1,1,1
AR34B,6,10,2019-04-17 03:16:03,40.226,-70.8845,L7,0.128,32.5,1287,a,6-4,OOI,2.572,1.249,0.321,1.794,2,3,2,2
AR34B,6,12,2019-04-17 03:16:23,40.226,-70.8845,L7,0.128,32.4,1186,a,NaN,LTER,3.602,0.855,0.414,2.33,2,2,2,2
AR34B,6,13,2019-04-17 03:19:04,40.226,-70.8845,L7,0.128,6.5,1288,a,6-5,OOI,2.446,1.1,0.322,1.945,2,3,2,2
AR34B,6,14,2019-04-17 03:19:19,40.226,-70.8845,L7,0.128,6.5,1289,a,6-6,OOI,2.644,1.227,0.342,1.992,2,3,2,2
AR34B,7,1,2019-04-17 06:14:22,40.5138,-70.8823,L5,0.101,71.2,1187,a,NaN,LTER,3.47,1.257,0.515,2.221,1,1,1,1
AR34B,7,1,2019-04-17 06:14:22,40.5138,-70.8823,L5,0.101,71.2,1188,b,NaN,LTER,3.477,1.398,0.528,2.222,1,1,1,1
AR34B,7,3,2019-04-17 06:16:56,40.5138,-70.8823,L5,0.101,45.9,1189,a,NaN,LTER,1.939,1.653,0.469,1.487,1,1,1,1
AR34B,7,3,2019-04-17 06:16:56,40.5138,-70.8823,L5,0.101,45.9,1190,b,NaN,LTER,1.867,1.719,0.467,1.482,1,1,1,1
AR34B,7,5,2019-04-17 06:19:10,40.5138,-70.8823,L5,0.101,34.3,1191,a,NaN,LTER,1.675,1.356,0.41,1.003,2,2,2,2
AR34B,7,6,2019-04-17 06:21:25,40.5138,-70.8823,L5,0.101,18.1,1193,a,NaN,LTER,0.197,0.686,0.248,1.434,1,1,1,1
AR34B,7,6,2019-04-17 06:21:25,40.5138,-70.8823,L5,0.101,18.1,1194,b,NaN,LTER,0.169,0.607,0.236,1.419,1,1,1,1
AR34B,7,8,2019-04-17 06:23:52,40.5138,-70.8823,L5,0.101,5.4,1195,a,NaN,LTER,0.21,0.718,0.249,1.432,3,1,1,1
AR34B,7,8,2019-04-17 06:23:52,40.5138,-70.8823,L5,0.101,5.4,1196,b,NaN,LTER,0.148,0.786,0.233,1.471,3,1,1,1
AR34B,8,1,2019-04-17 07:54:49,40.3637,-70.8838,L6,0.061,88,1197,a,NaN,LTER,5.78,0.737,0.567,3.773,1,1,1,1
AR34B,8,1,2019-04-17 07:54:49,40.3637,-70.8838,L6,0.061,88,1198,b,NaN,LTER,5.897,0.68,0.569,3.832,1,1,1,1
AR34B,8,2,2019-04-17 07:57:24,40.3637,-70.8838,L6,0.061,60.4,1199,a,NaN,LTER,3.448,0.836,0.498,2.439,1,1,1,1
AR34B,8,2,2019-04-17 07:57:24,40.3637,-70.8838,L6,0.061,60.4,1200,b,NaN,LTER,3.405,0.864,0.496,2.428,1,1,1,1
AR34B,8,3,2019-04-17 07:59:40,40.3637,-70.8838,L6,0.061,40.4,1201,a,NaN,LTER,2.783,0.66,0.824,1.921,1,1,3,1
AR34B,8,3,2019-04-17 07:59:40,40.3637,-70.8838,L6,0.061,40.4,1202,b,NaN,LTER,2.676,0.685,0.425,1.879,1,1,3,1
AR34B,8,5,2019-04-17 08:01:53,40.3637,-70.8838,L6,0.061,29.6,1203,a,NaN,LTER,0.946,0.484,0.246,0.909,1,1,1,1
AR34B,8,5,2019-04-17 08:01:53,40.3637,-70.8838,L6,0.061,29.6,1204,b,NaN,LTER,0.794,0.428,0.224,0.816,1,1,1,1
AR34B,8,6,2019-04-17 08:04:16,40.3637,-70.8838,L6,0.061,15.5,1205,a,NaN,LTER,0.519,0.44,0.208,0.582,1,1,1,1
AR34B,8,6,2019-04-17 08:04:16,40.3637,-70.8838,L6,0.061,15.5,1206,b,NaN,LTER,0.461,0.438,0.204,0.583,1,1,1,1
AR34B,8,8,2019-04-17 08:06:37,40.3637,-70.8838,L6,0.061,5.8,1207,a,NaN,LTER,0.459,0.383,0.207,0.557,1,1,1,1
AR34B,8,8,2019-04-17 08:06:37,40.3637,-70.8838,L6,0.061,5.8,1208,b,NaN,LTER,0.437,0.416,0.206,0.548,1,1,1,1
AR34B,9,1,2019-04-18 01:47:44,40.137,-70.7763,L8,0.118,127.7,1209,a,NaN,LTER,11.394,0.176,0.628,5.107,1,3,1,1
AR34B,9,1,2019-04-18 01:47:44,40.137,-70.7763,L8,0.118,127.7,1210,b,NaN,LTER,10.717,0.304,0.566,4.822,1,3,1,1
AR34B,9,2,2019-04-18 01:50:46,40.137,-70.7763,L8,0.118,109.5,1211,a,NaN,LTER,8.634,0.213,0.47,3.38,1,1,1,1
AR34B,9,2,2019-04-18 01:50:46,40.137,-70.7763,L8,0.118,109.5,1212,b,NaN,LTER,8.595,0.269,0.489,3.336,1,1,1,1
AR34B,9,3,2019-04-18 01:53:19,40.137,-70.7763,L8,0.118,79.7,1213,a,NaN,LTER,7.745,0.174,0.444,3.034,1,1,1,1
AR34B,9,3,2019-04-18 01:53:19,40.137,-70.7763,L8,0.118,79.7,1214,b,NaN,LTER,7.738,0.127,0.442,3.038,1,1,1,1
AR34B,9,4,2019-04-18 01:55:27,40.137,-70.7763,L8,0.118,66.8,1215,a,NaN,LTER,5.116,0.41,0.351,2.323,1,1,1,1
AR34B,9,4,2019-04-18 01:55:27,40.137,-70.7763,L8,0.118,66.8,1216,b,NaN,LTER,5.121,0.393,0.349,2.313,1,1,1,1
AR34B,9,6,2019-04-18 01:57:55,40.137,-70.7763,L8,0.118,47.8,1217,a,NaN,LTER,3.813,0.829,0.33,2.195,1,1,1,1
AR34B,9,6,2019-04-18 01:57:55,40.137,-70.7763,L8,0.118,47.8,1218,b,NaN,LTER,3.822,0.613,0.34,2.21,1,1,1,1
AR34B,9,8,2019-04-18 02:00:29,40.137,-70.7763,L8,0.118,28.9,1219,a,NaN,LTER,3.971,0.731,0.434,2.274,1,1,1,1
AR34B,9,8,2019-04-18 02:00:29,40.137,-70.7763,L8,0.118,28.9,1220,b,NaN,LTER,4.073,0.732,0.436,2.327,1,1,1,1
AR34B,9,9,2019-04-18 02:02:55,40.137,-70.7763,L8,0.118,5,1221,a,NaN,LTER,2.473,0.674,0.378,1.496,1,1,1,1
AR34B,9,9,2019-04-18 02:02:55,40.137,-70.7763,L8,0.118,5,1222,b,NaN,LTER,2.336,0.767,0.376,1.444,1,1,1,1
AR34B,10,1,2019-04-18 05:23:39,39.774,-70.8833,L11,0.078,501.2,1223,a,NaN,LTER,20.605,0.629,1.179,12.041,1,3,1,1
AR34B,10,1,2019-04-18 05:23:39,39.774,-70.8833,L11,0.078,501.2,1224,b,NaN,LTER,20.804,0.336,1.203,12.074,1,3,1,1
AR34B,10,2,2019-04-18 05:27:01,39.774,-70.8833,L11,0.078,401.2,1225,a,NaN,LTER,22.998,0.304,1.304,12.925,1,3,1,1
AR34B,10,2,2019-04-18 05:27:01,39.774,-70.8833,L11,0.078,401.2,1226,b,NaN,LTER,22.903,0.128,1.32,12.98,1,3,1,1
AR34B,10,3,2019-04-18 05:30:26,39.774,-70.8833,L11,0.078,301.5,1227,a,NaN,LTER,24.512,0.245,1.375,12.982,1,1,1,1
AR34B,10,3,2019-04-18 05:30:26,39.774,-70.8833,L11,0.078,301.5,1228,b,NaN,LTER,24.657,0.171,1.39,13.039,1,1,1,1
AR34B,10,4,2019-04-18 05:34:48,39.774,-70.8833,L11,0.078,151,1229,a,NaN,LTER,14.874,0.19,0.78,5.901,1,3,1,1
AR34B,10,4,2019-04-18 05:34:48,39.774,-70.8833,L11,0.078,151,1230,b,NaN,LTER,13.84,0.404,0.724,5.515,1,3,1,1
AR34B,10,5,2019-04-18 05:37:44,39.774,-70.8833,L11,0.078,100.2,1231,a,NaN,LTER,10.547,0.257,0.578,3.941,1,1,1,1
AR34B,10,5,2019-04-18 05:37:44,39.774,-70.8833,L11,0.078,100.2,1232,b,NaN,LTER,10.483,0.27,0.554,4.091,1,1,1,1
AR34B,10,6,2019-04-18 05:40:17,39.774,-70.8833,L11,0.078,89.1,1233,a,NaN,LTER,10.622,0.294,0.562,4.303,1,3,1,1
AR34B,10,6,2019-04-18 05:40:17,39.774,-70.8833,L11,0.078,89.1,1234,b,NaN,LTER,9.574,0.457,0.505,3.621,1,3,1,1
AR34B,10,7,2019-04-18 05:42:34,39.774,-70.8833,L11,0.078,70.2,1235,a,NaN,LTER,8.147,0.179,0.463,2.784,1,3,1,1
AR34B,10,7,2019-04-18 05:42:34,39.774,-70.8833,L11,0.078,70.2,1236,b,NaN,LTER,8.091,0.322,0.459,2.761,1,3,1,1
AR34B,10,9,2019-04-18 05:45:12,39.774,-70.8833,L11,0.078,50.3,1237,a,NaN,LTER,8.403,0.35,0.457,2.982,1,1,1,1
AR34B,10,9,2019-04-18 05:45:12,39.774,-70.8833,L11,0.078,50.3,1238,b,NaN,LTER,7.003,0.459,0.385,2.563,1,1,1,1
AR34B,10,11,2019-04-18 05:47:34,39.774,-70.8833,L11,0.078,38.5,1239,a,NaN,LTER,1.869,0.361,0.103,0.831,1,1,1,1
AR34B,10,11,2019-04-18 05:47:34,39.774,-70.8833,L11,0.078,38.5,1240,b,NaN,LTER,1.76,0.389,0.093,0.783,1,1,1,1
AR34B,10,12,2019-04-18 05:49:51,39.774,-70.8833,L11,0.078,25.4,1241,a,NaN,LTER,1.64,0.125,0.117,0.896,1,4,3,1
AR34B,10,12,2019-04-18 05:49:51,39.774,-70.8833,L11,0.078,25.4,1242,b,NaN,LTER,1.475,0.428,0.083,0.828,1,4,3,1
AR34B,10,14,2019-04-18 05:52:42,39.774,-70.8833,L11,0.078,5.5,1243,a,NaN,LTER,1.593,0.338,0.085,0.868,1,1,1,1
AR34B,10,14,2019-04-18 05:52:42,39.774,-70.8833,L11,0.078,5.5,1244,b,NaN,LTER,1.411,0.366,0.082,0.781,1,1,1,1
AR34B,18,1,2019-04-22 05:16:58,40.0988,-70.884,L9,0.084,141.2,1290,a,18-1,OOI,17.62,0.049,1.042,8.581,2,3,2,2
AR34B,18,2,2019-04-22 05:17:14,40.0988,-70.884,L9,0.084,142.8,1291,a,18-2,OOI,14.905,0.128,0.983,7.412,2,3,2,2
AR34B,18,3,2019-04-22 05:17:38,40.0988,-70.884,L9,0.084,139.6,1245,a,NaN,LTER,18.748,0.165,1.101,9.552,1,3,1,1
AR34B,18,3,2019-04-22 05:17:38,40.0988,-70.884,L9,0.084,139.6,1246,b,NaN,LTER,18.866,0.083,1.123,9.668,1,3,1,1
AR34B,18,4,2019-04-22 05:19:36,40.0988,-70.884,L9,0.084,130.4,1247,a,NaN,LTER,12.417,0.226,0.761,6.914,1,1,1,1
AR34B,18,4,2019-04-22 05:19:36,40.0988,-70.884,L9,0.084,130.4,1248,b,NaN,LTER,12.44,0.2,0.762,6.936,1,1,1,1
AR34B,18,5,2019-04-22 05:21:58,40.0988,-70.884,L9,0.084,109.3,1249,a,NaN,LTER,9.849,0.01,0.657,5.837,1,1,1,1
AR34B,18,5,2019-04-22 05:21:58,40.0988,-70.884,L9,0.084,109.3,1250,b,NaN,LTER,9.816,0.01,0.661,5.847,1,1,1,1
AR34B,18,6,2019-04-22 05:24:46,40.0988,-70.884,L9,0.084,76.4,1292,a,18-3,OOI,4.502,1.68,0.477,3.154,2,3,2,2
AR34B,18,8,2019-04-22 05:25:16,40.0988,-70.884,L9,0.084,74.9,1251,a,NaN,LTER,6.411,0.998,0.688,4.596,2,2,2,2
AR34B,18,9,2019-04-22 05:27:54,40.0988,-70.884,L9,0.084,45.9,1293,a,18-4,OOI,4.261,1.769,0.544,3.171,2,3,2,2
AR34B,18,10,2019-04-22 05:28:06,40.0988,-70.884,L9,0.084,47.2,1294,a,18-5,OOI,4.989,1.115,0.624,3.652,2,3,2,2
AR34B,18,12,2019-04-22 05:28:51,40.0988,-70.884,L9,0.084,45.8,1252,a,NaN,LTER,4.807,1.261,0.645,3.824,1,1,1,1
AR34B,18,12,2019-04-22 05:28:51,40.0988,-70.884,L9,0.084,45.8,1253,b,NaN,LTER,4.79,1.089,0.638,3.822,1,1,1,1
AR34B,18,14,2019-04-22 05:31:27,40.0988,-70.884,L9,0.084,24.1,1254,a,NaN,LTER,2.216,0.451,0.492,1.862,1,1,1,1
AR34B,18,14,2019-04-22 05:31:27,40.0988,-70.884,L9,0.084,24.1,1255,b,NaN,LTER,2.258,0.409,0.38,1.831,1,1,1,1
AR34B,18,15,2019-04-22 05:33:26,40.0988,-70.884,L9,0.084,7.8,1295,a,18-6,OOI,0.955,0.645,0.283,1.286,2,3,2,2
AR34B,18,18,2019-04-22 05:34:10,40.0988,-70.884,L9,0.084,6.9,1256,a,NaN,LTER,1.046,0.273,0.291,1.55,2,2,2,2
AR34B,21,1,2019-04-22 14:54:44,39.9393,-70.8845,L10,0.126,440.2,1296,a,21-1,OOI,17.875,0.583,1.119,10.456,2,3,2,2
AR34B,21,3,2019-04-22 14:55:17,39.9393,-70.8845,L10,0.126,440.8,1257,a,NaN,LTER,22.228,0.165,1.363,13.123,2,2,2,2
AR34B,21,4,2019-04-22 14:58:36,39.9393,-70.8845,L10,0.126,376.2,1258,a,NaN,LTER,19.888,0.143,1.297,11.693,1,3,1,1
AR34B,21,4,2019-04-22 14:58:36,39.9393,-70.8845,L10,0.126,376.2,1259,b,NaN,LTER,23.175,0.257,1.454,13.487,1,3,1,1
AR34B,21,5,2019-04-22 15:02:53,39.9393,-70.8845,L10,0.126,239,1297,a,21-2,OOI,20.252,0.108,1.183,10.426,2,3,2,2
AR34B,21,6,2019-04-22 15:03:11,39.9393,-70.8845,L10,0.126,240.1,1298,a,21-3,OOI,21.96,0.112,1.266,11.033,2,3,2,2
AR34B,21,8,2019-04-22 15:06:47,39.9393,-70.8845,L10,0.126,154.1,1261,b,NaN,LTER,16.88,0.14,0.99,7.815,2,2,2,2
AR34B,21,9,2019-04-22 15:09:08,39.9393,-70.8845,L10,0.126,126.7,1262,a,NaN,LTER,10.976,0.172,0.653,5.205,1,1,1,1
AR34B,21,9,2019-04-22 15:09:08,39.9393,-70.8845,L10,0.126,126.7,1263,b,NaN,LTER,10.933,0.175,0.647,5.172,1,1,1,1
AR34B,21,10,2019-04-22 15:13:06,39.9393,-70.8845,L10,0.126,50.3,1299,a,21-4,OOI,8.425,0.538,0.575,3.953,2,3,2,2
AR34B,21,12,2019-04-22 15:13:34,39.9393,-70.8845,L10,0.126,49.2,1264,a,NaN,LTER,7.248,0.424,0.537,3.783,2,2,2,2
AR34B,21,14,2019-04-22 15:15:56,39.9393,-70.8845,L10,0.126,36,1265,a,NaN,LTER,5.451,0.413,0.487,2.879,1,1,1,1
AR34B,21,14,2019-04-22 15:15:56,39.9393,-70.8845,L10,0.126,36,1266,b,NaN,LTER,5.472,0.547,0.478,2.864,1,1,1,1
AR34B,21,16,2019-04-22 15:18:39,39.9393,-70.8845,L10,0.126,12.8,1267,a,NaN,LTER,0.866,0.41,0.279,1.487,1,1,1,1
AR34B,21,16,2019-04-22 15:18:39,39.9393,-70.8845,L10,0.126,12.8,1268,b,NaN,LTER,0.838,0.401,0.28,1.523,1,1,1,1
AR34B,21,17,2019-04-22 15:20:40,39.9393,-70.8845,L10,0.126,6.3,1300,a,21-5,OOI,0.804,0.705,0.272,1.191,2,3,2,2
AR34B,21,18,2019-04-22 15:21:05,39.9393,-70.8845,L10,0.126,6.5,1301,a,21-6,OOI,1.039,0.139,0.276,1.311,2,3,2,2
AR34B,22,2,2019-04-23 00:08:17,39.94,-70.7755,L12,0.043,444.1,1302,a,22-1,OOI,19.496,0.143,1.192,11.652,2,3,2,2
AR34B,22,3,2019-04-23 00:14:28,39.94,-70.7755,L12,0.043,201,1303,a,22-2,OOI,18.621,0.872,1.161,11.171,2,3,2,2
AR34B,22,4,2019-04-23 00:14:45,39.94,-70.7755,L12,0.043,203.3,1304,a,22-3,OOI,19.445,0.097,1.127,9.152,2,3,2,2
AR34B,22,6,2019-04-23 00:18:49,39.94,-70.7755,L12,0.043,103.2,1305,a,22-4,OOI,5.469,0.216,0.413,2.197,2,3,2,2
AR34B,22,7,2019-04-23 00:24:01,39.94,-70.7755,L12,0.043,7.8,1306,a,22-5,OOI,7.188,0.15,0.438,2.77,2,3,2,2
AR34B,22,8,2019-04-23 00:24:37,39.94,-70.7755,L12,0.043,7.8,1307,a,22-6,OOI,0.453,0.183,0.201,1.199,2,3,2,2
AR34B,26,1,2019-04-23 05:57:20,40.0192,-70.8827,L9.5,0.054,244.3,1269,a,NaN,LTER,20.623,0.18,1.23,10.463,1,4,1,1
AR34B,26,1,2019-04-23 05:57:20,40.0192,-70.8827,L9.5,0.054,244.3,1270,b,NaN,LTER,20.716,0.569,1.252,12.575,1,4,1,1
AR34B,26,2,2019-04-23 06:01:02,40.0192,-70.8827,L9.5,0.054,145,1271,a,NaN,LTER,10.685,0.257,0.656,4.585,1,1,1,1
AR34B,26,2,2019-04-23 06:01:02,40.0192,-70.8827,L9.5,0.054,145,1272,b,NaN,LTER,10.689,0.194,0.615,4.579,1,1,1,1
AR34B,26,3,2019-04-23 06:04:18,40.0192,-70.8827,L9.5,0.054,81.4,1273,a,NaN,LTER,7.119,0.269,0.437,2.876,1,1,1,1
AR34B,26,3,2019-04-23 06:04:18,40.0192,-70.8827,L9.5,0.054,81.4,1274,b,NaN,LTER,7.175,0.217,0.457,2.896,1,1,1,1
AR34B,26,4,2019-04-23 06:06:41,40.0192,-70.8827,L9.5,0.054,54.5,1275,a,NaN,LTER,6.102,0.361,0.39,2.654,1,3,4,1
AR34B,26,4,2019-04-23 06:06:41,40.0192,-70.8827,L9.5,0.054,54.5,1276,b,NaN,LTER,6.095,0.203,1.098,3.305,1,3,4,1
AR34B,26,5,2019-04-23 06:10:19,40.0192,-70.8827,L9.5,0.054,6.3,1277,a,NaN,LTER,0.04,0.183,0.199,1.326,1,1,1,1
AR34B,26,5,2019-04-23 06:10:19,40.0192,-70.8827,L9.5,0.054,6.3,1278,b,NaN,LTER,0.04,0.198,0.203,1.326,1,1,1,1
EN644,1,2,2019-08-20 19:10:41,41.1968,-70.8793,L1,0.338,18,1430,a,NaN,LTER,0.435,0.447,0.37,3.467,3,1,1,1
EN644,1,2,2019-08-20 19:10:41,41.1968,-70.8793,L1,0.338,18,1431,b,NaN,LTER,0.32,0.502,0.371,3.445,3,1,1,1
EN644,1,7,2019-08-20 19:13:15,41.1969,-70.8787,L1,0.39,12.7,1432,a,NaN,LTER,0.04,0.01,0.121,1.347,1,1,1,1
EN644,1,7,2019-08-20 19:13:15,41.1969,-70.8787,L1,0.39,12.7,1433,b,NaN,LTER,0.04,0.01,0.121,1.364,1,1,1,1
EN644,1,11,2019-08-20 19:15:37,41.1969,-70.8781,L1,0.435,6.8,1434,a,NaN,LTER,0.04,0.01,0.252,0.554,1,4,1,1
EN644,1,11,2019-08-20 19:15:37,41.1969,-70.8781,L1,0.435,6.8,1435,b,NaN,LTER,0.04,0.145,0.227,0.441,1,4,1,1
EN644,1,17,2019-08-20 19:17:59,41.1968,-70.8776,L1,0.475,2.2,1436,a,NaN,LTER,0.04,0.01,0.241,0.267,1,3,1,1
EN644,1,17,2019-08-20 19:17:59,41.1968,-70.8776,L1,0.475,2.2,1437,b,NaN,LTER,0.04,0.028,0.258,0.264,1,3,1,1
EN644,2,2,2019-08-21 00:40:04,41.0242,-70.8719,L2,1.159,42.9,1438,a,NaN,LTER,1.869,2.439,0.822,13.126,1,1,1,1
EN644,2,2,2019-08-21 00:40:04,41.0242,-70.8719,L2,1.159,42.9,1439,b,NaN,LTER,1.873,2.424,0.833,13.198,1,1,1,1
EN644,2,5,2019-08-21 00:42:30,41.0241,-70.8718,L2,1.171,25.1,1440,a,NaN,LTER,0.877,1.912,0.685,8.455,1,1,1,1
EN644,2,5,2019-08-21 00:42:30,41.0241,-70.8718,L2,1.171,25.1,1441,b,NaN,LTER,0.941,1.951,0.795,9.074,1,1,1,1
