cruise,cast,niskin,date,latitude,longitude,depth,sample_id,replicate,nitrate_nitrite,ammonium,phosphate,silicate,alternate_sample_id,project_id,nearest_station,station_distance
EN617,13,3,2018-07-22 05:10:56+00:00,40.23722,-70.8915,111.605,643,a,8.855129708483458,0.0,0.6882808752857743,6.56632200146302,,LTER,L7,1.360709949768883
EN617,13,3,2018-07-22 05:10:56+00:00,40.23722,-70.8915,111.605,644,b,8.852136762435073,0.0,0.6842202211542948,6.557328408704968,,LTER,L7,1.360709949768883
EN617,13,5,2018-07-22 05:13:05+00:00,40.23786,-70.89132,81.11,645,a,7.690873695662347,0.0,0.6771140764242057,6.783167515740522,,LTER,L7,1.414729044077583
EN617,13,5,2018-07-22 05:13:05+00:00,40.23786,-70.89132,81.11,646,b,7.690873695662347,0.027259624052619277,0.6730534222927262,6.760183889803276,,LTER,L7,1.414729044077583
EN617,13,7,2018-07-22 05:15:19+00:00,40.23852,-70.89093000000001,55.346000000000004,647,a,6.791992232464555,0.0,0.6517349881024589,6.305507811479478,,LTER,L7,1.4643259962638402
EN617,13,7,2018-07-22 05:15:19+00:00,40.23852,-70.89093000000001,55.346000000000004,648,b,6.812942854803239,0.036850973256318635,0.6537653151681986,6.311003895942732,,LTER,L7,1.4643259962638402
EN617,13,10,2018-07-22 05:17:07+00:00,40.239000000000004,-70.8905,38.675,649,a,5.566879649992981,0.0,0.6009768114589651,5.055398418110093,,LTER,L7,1.4969338688713019
EN617,13,10,2018-07-22 05:17:07+00:00,40.239000000000004,-70.8905,38.675,650,b,5.550917271068269,0.0,0.6172194279848832,5.059395570447005,,LTER,L7,1.4969338688713019
EN617,13,13,2018-07-22 05:18:53+00:00,40.23948,-70.89012,31.986,651,a,3.970641757521876,0.0,0.5268698735594645,3.714353809075946,,LTER,L7,1.5331839834645309
EN617,13,13,2018-07-22 05:18:53+00:00,40.23948,-70.89012,31.986,652,b,3.9521852568901785,0.06865386798437446,0.5522489618812113,3.7413345873501056,,LTER,L7,1.5331839834645309
EN617,13,15,2018-07-22 05:20:42+00:00,40.24,-70.88962,21.584,653,a,0.11971784193533293,0.08076925645220526,0.08019791909672001,1.3150631188442146,,LTER,L7,1.5717118814975928
EN617,13,15,2018-07-22 05:20:42+00:00,40.24,-70.88962,21.584,654,b,0.09377897618267746,0.0,0.08121308262958989,1.3330503043603208,,LTER,L7,1.5717118814975928
EN617,13,18,2018-07-22 05:23:45+00:00,40.240990000000004,-70.88911999999999,3.4330000000000003,655,a,0.05886127228487203,0.06209136589763279,0.07918275556385014,1.3740211158136741,,LTER,L7,1.6622538401927043
EN617,13,18,2018-07-22 05:23:45+00:00,40.240990000000004,-70.88911999999999,3.4330000000000003,656,b,0.06684246174722755,0.0,0.0771524284981104,1.3950061655824646,,LTER,L7,1.6622538401927043
EN617,14,1,2018-07-22 09:06:02+00:00,40.1408,-70.75891999999999,128.339,657,a,11.342267874689998,0.0,0.7725394485139738,6.492374683230138,,LTER,L8,1.4439924662577346
EN617,14,1,2018-07-22 09:06:02+00:00,40.1408,-70.75891999999999,128.339,658,b,11.393147957512515,0.0,0.7725394485139738,6.4384131266818185,,LTER,L8,1.4439924662577346
EN617,14,3,2018-07-22 09:08:52+00:00,40.14136,-70.75928,109.21700000000001,659,a,9.677691047447476,0.0,0.6528902393505343,4.458323787783788,,LTER,L8,1.4361197901138953
EN617,14,3,2018-07-22 09:08:52+00:00,40.14136,-70.75928,109.21700000000001,660,b,9.671206331009312,0.0,0.658841132832548,4.43783838205711,,LTER,L8,1.4361197901138953
EN617,14,5,2018-07-22 09:12:04+00:00,40.141999999999996,-70.75862,80.449,661,a,8.284474661925039,0.0,0.626355899780712,4.482806345847376,,LTER,L8,1.514885254351522
EN617,14,5,2018-07-22 09:12:04+00:00,40.141999999999996,-70.75862,80.449,662,b,8.281980540218052,0.03987982037327634,0.6207725003499276,4.464319516289155,,LTER,L8,1.514885254351522
EN617,14,7,2018-07-22 09:14:52+00:00,40.14249,-70.75835,61.184,663,a,6.2652337279490915,0.0,0.5593551066113004,4.604719492123206,,LTER,L8,1.557764019667821
